NODE,TIME,DATA TYPE,VALUES
20	R,34,CURRENT_icmp_recv,5
4	R,34,CURRENT_icmp_sent,3
4	R,34,CURRENT_icmp_recv,6
9	R,34,CURRENT_icmp_sent,4
9	R,34,CURRENT_icmp_recv,5
16	R,34,CURRENT_icmp_sent,7
17	R,34,CURRENT_icmp_sent,3
16	R,34,CURRENT_icmp_recv,12
17	R,34,CURRENT_icmp_recv,8
22	R,34,CURRENT_icmp_sent,3
18	R,34,CURRENT_icmp_sent,4
22	R,34,CURRENT_icmp_recv,1
18	R,34,CURRENT_icmp_recv,2
12	R,34,CURRENT_icmp_sent,6
12	R,34,CURRENT_icmp_recv,3
14	R,34,CURRENT_icmp_sent,6
14	R,34,CURRENT_icmp_recv,14
11	R,34,CURRENT_icmp_sent,5
11	R,34,CURRENT_icmp_recv,1
6	R,34,CURRENT_icmp_sent,4
6	R,34,CURRENT_icmp_recv,3
21	R,34,CURRENT_icmp_sent,4
21	R,34,CURRENT_icmp_recv,3
19	R,34,CURRENT_icmp_sent,6
19	R,34,CURRENT_icmp_recv,6
15	R,34,CURRENT_icmp_sent,4
15	R,34,CURRENT_icmp_recv,4
3	R,34,CURRENT_icmp_sent,4
3	R,34,CURRENT_icmp_recv,7
23	R,34,CURRENT_icmp_sent,5
23	R,34,CURRENT_icmp_recv,3
10	R,35,CURRENT_icmp_sent,7
10	R,35,CURRENT_icmp_recv,11
13	R,35,CURRENT_icmp_sent,12
13	R,35,CURRENT_icmp_recv,15
2	R,35,CURRENT_icmp_sent,5
2	R,35,CURRENT_icmp_recv,3
8	R,35,CURRENT_icmp_sent,4
8	R,35,CURRENT_icmp_recv,20
20	R,35,CURRENT_icmp_sent,5
20	R,35,CURRENT_icmp_recv,8
4	R,35,CURRENT_icmp_sent,4
4	R,35,CURRENT_icmp_recv,11
9	R,35,CURRENT_icmp_sent,4
9	R,35,CURRENT_icmp_recv,7
16	R,35,CURRENT_icmp_sent,12
17	R,35,CURRENT_icmp_sent,4
16	R,35,CURRENT_icmp_recv,9
17	R,35,CURRENT_icmp_recv,10
22	R,35,CURRENT_icmp_sent,6
18	R,35,CURRENT_icmp_sent,6
22	R,35,CURRENT_icmp_recv,4
18	R,35,CURRENT_icmp_recv,6
12	R,35,CURRENT_icmp_sent,4
12	R,35,CURRENT_icmp_recv,11
14	R,35,CURRENT_icmp_sent,6
14	R,35,CURRENT_icmp_recv,11
11	R,35,CURRENT_icmp_sent,3
11	R,35,CURRENT_icmp_recv,4
6	R,35,CURRENT_icmp_sent,3
6	R,35,CURRENT_icmp_recv,4
21	R,35,CURRENT_icmp_sent,4
21	R,35,CURRENT_icmp_recv,5
19	R,35,CURRENT_icmp_sent,5
19	R,35,CURRENT_icmp_recv,7
15	R,35,CURRENT_icmp_sent,5
15	R,35,CURRENT_icmp_recv,6
23	R,35,CURRENT_icmp_sent,11
23	R,35,CURRENT_icmp_recv,2
3	R,35,CURRENT_icmp_sent,9
3	R,35,CURRENT_icmp_recv,13
10	R,36,CURRENT_icmp_sent,6
10	R,36,CURRENT_icmp_recv,8
13	R,36,CURRENT_icmp_sent,12
13	R,36,CURRENT_icmp_recv,11
2	R,36,CURRENT_icmp_sent,4
2	R,36,CURRENT_icmp_recv,2
8	R,36,CURRENT_icmp_sent,5
8	R,36,CURRENT_icmp_recv,7
20	R,36,CURRENT_icmp_sent,3
20	R,36,CURRENT_icmp_recv,4
4	R,36,CURRENT_icmp_sent,5
4	R,36,CURRENT_icmp_recv,4
9	R,36,CURRENT_icmp_sent,3
9	R,36,CURRENT_icmp_recv,4
16	R,36,CURRENT_icmp_sent,6
16	R,36,CURRENT_icmp_recv,8
22	R,36,CURRENT_icmp_sent,3
18	R,36,CURRENT_icmp_sent,3
17	R,36,CURRENT_icmp_sent,5
22	R,36,CURRENT_icmp_recv,2
18	R,36,CURRENT_icmp_recv,1
17	R,36,CURRENT_icmp_recv,6
12	R,36,CURRENT_icmp_sent,4
12	R,36,CURRENT_icmp_recv,6
14	R,36,CURRENT_icmp_sent,7
14	R,36,CURRENT_icmp_recv,7
11	R,36,CURRENT_icmp_sent,3
11	R,36,CURRENT_icmp_recv,2
6	R,36,CURRENT_icmp_sent,4
6	R,36,CURRENT_icmp_recv,0
21	R,36,CURRENT_icmp_sent,4
21	R,36,CURRENT_icmp_recv,4
19	R,36,CURRENT_icmp_sent,4
19	R,36,CURRENT_icmp_recv,6
15	R,36,CURRENT_icmp_sent,3
15	R,36,CURRENT_icmp_recv,3
3	R,36,CURRENT_icmp_sent,3
23	R,36,CURRENT_icmp_sent,4
3	R,36,CURRENT_icmp_recv,3
23	R,36,CURRENT_icmp_recv,2
